2021-07-26 20:37:48,961 [2, 2, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 2, 0, 1, 0]:0.7645217391304348,1,1,1,1,1
2021-07-26 20:57:29,572 [0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 3, 0, 3, 1, 1, 0]:0.9851304347826086,0.81,1,1,1,1
2021-07-26 21:24:52,414 [2, 2, 0, 1, 0, 1, 1, 0, 0, 0, 6, 1, 3, 0, 0, 0]:0.7146086956521739,-1.41,1,1,1,1
2021-07-26 21:31:54,149 [2, 3, 0, 1, 1, 0, 0, 0, 0, 0, 3, 1, 2, 1, 1, 0]:0.45034782608695645,1,1,0.06,1,1
2021-07-26 22:00:01,234 [1, 0, 0, 1, 0, 0, 1, 0, 1, 2, 3, 0, 2, 1, 0, 0]:0.7162608695652174,-1.5,1,1,1,1
2021-07-26 22:18:44,249 [3, 3, 0, 1, 1, 1, 1, 1, 0, 1, 2, 1, 3, 0, 0, 1]:0.45643478260869563,-1.54,1,1,1,1
2021-07-26 22:20:37,389 [2, 1, 0, 1, 0, 0, 1, 1, 1, 1, 6, 0, 4, 0, 0, 0]:0.5913043478260869,-1.53,1,1,1,1
2021-07-26 23:06:57,918 [3, 0, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 4, 1, 1, 1]:0.36017391304347823,-1.48,1,1,1,1
2021-07-26 23:27:40,806 [0, 3, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 4, 1, 1, 0]:0.884,-1.49,1,1,1,1
2021-07-26 23:39:20,889 [3, 2, 0, 0, 0, 1, 0, 0, 0, 2, 0, 1, 3, 1, 1, 1]:0.9210434782608695,1,1,1,0.3368724131725751,1
